id;url;shortname;name;description;rating;idcategory;idcolor;size;idmaterial;weight;qtypics;picssize;idapplicmethod;allcategories;dealerprice;price;comments
8146;https://www.oasiscatalog.com/item/1-000003551;Ручка-стилус шариковая Burnie;Ручка-стилус шариковая Burnie, синий;Функциональная шариковая-ручка стилус порадует человека, который идет в ногу со временем. С одного конца это трехцветная шариковая ручка с нажимным механизмом, с другого – универсальный стилус для современных медиаустройств.;5;2907;24;d1 х 14,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];58.1;83.0;
8147;https://www.oasiscatalog.com/item/1-000003576;Ручка-стилус шариковая Charleston;Ручка-стилус шариковая Charleston, черный, черные чернила;Превосходный промо-сувенир, совмещающий в себе обычную шариковую ручку с черными чернилами и стилус для сенсорных экранов. На корпус ручки можно нанести логотип организатора акции.;5;2907;2;d0,9 х 13,4;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];81.2;116.0;
8148;https://www.oasiscatalog.com/item/1-000003577;Ручка-стилус шариковая Charleston;Ручка-стилус шариковая Charleston, серебристый, черные чернила;Превосходный промо-сувенир, совмещающий в себе обычную шариковую ручку с черными чернилами и стилус для сенсорных экранов. На корпус ручки можно нанести логотип организатора акции.;5;2907;5;d0,9 х 13,4;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];81.2;116.0;
8149;https://www.oasiscatalog.com/item/1-000003578;Ручка-стилус шариковая Charleston;Ручка-стилус шариковая Charleston, синий, черные чернила;Превосходный промо-сувенир, совмещающий в себе обычную шариковую ручку с черными чернилами и стилус для сенсорных экранов. На корпус ручки можно нанести логотип организатора акции.;5;2907;3;d0,9 х 13,4;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];81.2;116.0;
8150;https://www.oasiscatalog.com/item/1-000003579;Ручка-стилус шариковая Charleston;Ручка-стилус шариковая Charleston, красный, черные чернила;Превосходный промо-сувенир, совмещающий в себе обычную шариковую ручку с черными чернилами и стилус для сенсорных экранов. На корпус ручки можно нанести логотип организатора акции.;5;2907;4;d0,9 х 13,4;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];81.2;116.0;
8151;https://www.oasiscatalog.com/item/1-000003622;Ручка-стилус шариковая Charleston;Ручка-стилус шариковая Charleston, черный, синие чернила;Превосходный промо-сувенир, совмещающий в себе обычную шариковую ручку с черными чернилами и стилус для сенсорных экранов. На корпус ручки можно нанести логотип организатора акции.;5;2907;2;d0,9 х 13,4;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];81.2;116.0;
8152;https://www.oasiscatalog.com/item/1-000003623;Ручка-стилус шариковая Charleston;Ручка-стилус шариковая Charleston, серебристый, синие чернила;Превосходный промо-сувенир, совмещающий в себе обычную шариковую ручку с черными чернилами и стилус для сенсорных экранов. На корпус ручки можно нанести логотип организатора акции.;5;2907;5;d0,9 х 13,4;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];81.2;116.0;
8153;https://www.oasiscatalog.com/item/1-000003580;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy черные чернила, черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;2;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8154;https://www.oasiscatalog.com/item/1-000003581;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy черные чернила, серебристый/черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;21;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8155;https://www.oasiscatalog.com/item/1-000003582;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy черные чернила, синий/черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;24;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8156;https://www.oasiscatalog.com/item/1-000003583;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy черные чернила, красный/черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;25;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8157;https://www.oasiscatalog.com/item/1-000003614;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy синие чернила, черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;2;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8158;https://www.oasiscatalog.com/item/1-000003615;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy синие чернила, серебристый/черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;21;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8159;https://www.oasiscatalog.com/item/1-000003616;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy синие чернила, синий/черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;24;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8160;https://www.oasiscatalog.com/item/1-000003617;Ручка-стилус шариковая Ziggy;Ручка-стилус шариковая Ziggy синие чернила, красный/черный;Эффектный дизайн и максимальная функциональность. Ручка-стилус Ziggy будет полезна любому пользователю современных медиа-устройств. Эргономичный корпус, поворотный механизм, надежный металлический клип. На пластиковую поверхность возможно нанесение тампопечати.;5;2907;25;d0,9 х 13,3;6;;;;1;['2891', '2892', '2900', '2907', '3058', '3063'];32.2;46.0;
8161;https://www.oasiscatalog.com/item/1-000003587;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, черный/серебристый, черные чернила;Многофункциональная шариковая ручка-стилус будет прекрасным подарком для делового партнера. Утолщенный металлический корпус будет отлично смотреться в крупных руках. На корпус можно сделать нанесение именной гравировки, чтобы ваш подарок стал по-настоящему индивидуальным.;5;2907;2;d1,2 х 12,8;2;19.0;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];169.4;242.0;
8162;https://www.oasiscatalog.com/item/1-000003629;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, черный/серебристый, синие чернила;Шариковая ручка-стилус Xenon. Шариковая ручка-стилус с одним светодиодом и съемным колпачком. Батарейки включены в комплект. Металл.;5;2907;2;d1,2 х 12,8;2;;;;3;['2891', '2892', '2900', '2907', '3058', '3060', '3063'];169.4;242.0;
8163;https://www.oasiscatalog.com/item/1-000018350;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, ярко-синий, черные чернила;Шариковая ручка-стилус Xenon. Шариковая ручка-стилус с одинарным диодным фонариком и съемным колпачком. Батарейки в комплекте. Алюминий.;5;2907;26;d1,2 х 12,8;1;;;;3;['2891', '2892', '2900', '2907', '3058', '3063'];177.1;253.0;
8164;https://www.oasiscatalog.com/item/1-000018351;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, красный, черные чернила;Шариковая ручка-стилус Xenon. Шариковая ручка-стилус с одинарным диодным фонариком и съемным колпачком. Батарейки в комплекте. Алюминий.;5;2907;4;d1,2 х 12,8;1;;;;3;['2891', '2892', '2900', '2907', '3058', '3063'];177.1;253.0;
8165;https://www.oasiscatalog.com/item/1-000018352;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, белый, черные чернила;Шариковая ручка-стилус Xenon. Шариковая ручка-стилус с одинарным диодным фонариком и съемным колпачком. Батарейки в комплекте. Алюминий.;5;2907;16;d1,2 х 12,8;1;;;;3;['2891', '2892', '2900', '2907', '3058', '3063'];177.1;253.0;
8166;https://www.oasiscatalog.com/item/1-000018353;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, ярко-синий, синие чернила;Шариковая ручка-стилус Xenon. Шариковая ручка-стилус с одним светодиодом и съемным колпачком. Батарейки включены в комплект. Металл.;5;2907;26;d1,2 х 12,8;1;;;;3;['2891', '2892', '2900', '2907', '3058', '3063'];177.1;253.0;
8167;https://www.oasiscatalog.com/item/1-000018354;Ручка-стилус шариковая Xenon;Ручка-стилус шариковая Xenon, красный, синие чернила;Шариковая ручка-стилус Xenon. Шариковая ручка-стилус с одним светодиодом и съемным колпачком. Батарейки включены в комплект. Металл.;5;2907;4;d1,2 х 12,8;1;;;;3;['2891', '2892', '2900', '2907', '3058', '3063'];177.1;253.0;
